uid,consent,SII_1,SII_1_other,SII_1_reason,Date,Sow_date,SII_3_1,SII_3_2,SII_4_1,SII_4_2,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_4_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_4_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_4_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_4_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK_202020,SII_6_2_NPK_202020,SII_6_3_NPK_202020,SII_6_4_NPK_202020,SII_7_1_NPK_202020,SII_7_2_NPK_202020,SII_7_3_NPK_202020,SII_6_1_NPK_20200,SII_6_2_NPK_20200,SII_6_3_NPK_20200,SII_6_4_NPK_20200,SII_7_1_NPK_20200,SII_7_2_NPK_20200,SII_7_3_NPK_20200,SII_6_1_NPK_123216,SII_6_2_NPK_123216,SII_6_3_NPK_123216,SII_6_4_NPK_123216,SII_7_1_NPK_123216,SII_7_2_NPK_123216,SII_7_3_NPK_123216,FKT_1,FKT_2,FKT_3
B01V05F0125,Yes,Sowing,,,2018-08-11,2018-07-12,10.0,Bigha,0,,1,No,,,,,,,Yes,125,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B01V05F0126,Yes,Sowing,,,2018-08-08,2018-07-09,2.0,Acre,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very little use,NA
B01V05F0127,Yes,Sowing,,,2018-08-20,2018-07-06,2.0,Acre,0,,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,MAHITI SACHI HOY CHE PAN REPORT NATHI MALIYO..
B01V05F0128,Yes,Sowing,,,2018-08-08,2018-06-09,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0129,Yes,Sowing,,,2018-08-20,2018-07-16,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SARI CHE NE MAHITI AAVI RITE AAPTA REJO
B01V05F0130,Yes,Sowing,,,2018-08-16,2018-06-12,4.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0131,Yes,Sowing,,,2018-08-17,2018-07-06,6.0,Bigha,1,Rainfall,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,100,Kilo,,Yes,,,Yes,Not useful,"AKHA DIVAS MA EK VAR PHONE AVE TO SARU, BAHUJ PHONE AVE CHHE"
B01V05F0132,Yes,Sowing,,,2018-08-18,2018-06-29,35.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V05F0133,Yes,Sowing,,,2018-08-16,2018-07-02,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0135,Yes,Sowing,,,2018-08-17,2018-06-18,2.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0137,Yes,Sowing,,,2018-08-07,2018-07-08,1.5,Acre,1,Dam,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Bag,50 Kilogram,No,1.5,Acre,,,,,,,,Yes,Very useful,
B01V05F0138,Yes,Sowing,,,2018-08-17,2018-06-18,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,5,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0139,Yes,Sowing,,,2018-08-10,2018-07-11,1.0,Acre,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,
B01V05F0140,Yes,Sowing,,,2018-08-07,2018-06-23,2.5,Acre,1,Surface Irrigation,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI UPYOGI THAY CHE
B01V05F0141,Yes,Sowing,,,2018-08-18,2018-06-19,3.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0142,Yes,Sowing,,,2018-08-11,2018-06-12,6.0,Acre,1,Underground water,1,No,,,,,,,Yes,8,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0143,Yes,Sowing,,,2018-08-08,2018-07-19,5.0,Acre,1,Underground water,1,Yes,2,Bag,45 Kilogram,Yes,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,2,Bag,50 Kilogram,No,5,Acre,,,,,,,,Yes,Useful,
B01V05F0144,Yes,Sowing,,,2018-08-10,2018-07-21,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V05F0145,Yes,Sowing,,,2018-08-08,2018-07-09,8.0,Bigha,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0146,Yes,Sowing,,,2018-08-20,2018-07-06,3.5,Acre,0,,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,VARSAD AAVE TO UPYOGI LAGE NAKAR KAI UPAYOGI NATHI LAGTI.
B01V05F0149,Yes,Sowing,,,2018-08-09,2018-07-05,6.5,Acre,0,,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,,,,,,,,Yes,Useful,
B01V05F0150,Yes,Sowing,,,2018-08-07,2018-06-23,4.0,Acre,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V05F0151,Yes,Sowing,,,2018-08-10,2018-07-11,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V06F0152,Yes,Sowing,,,2018-08-20,2018-07-06,7.5,Bigha,1,Underground water,1,No,,,,,,,Yes,2.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V06F0153,Yes,Sowing,,,2018-08-18,2018-06-19,11.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI PRAMANE J KAPAS NU VAVETAR KARYU CHE
B01V06F0155,Yes,Sowing,,,2018-08-08,2018-06-09,2.0,Acre,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V06F0156,Yes,Sowing,,,2018-08-17,2018-06-03,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B01V06F0157,Yes,Sowing,,,2018-08-10,2018-06-11,2.0,Acre,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,30,Kilo,,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B01V06F0158,Yes,Sowing,,,2018-08-08,2018-06-24,7.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B01V06F0161,Yes,Sowing,,,2018-08-16,2018-07-12,3.0,Bigha,1,Rainfall,1,Yes,1,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V06F0162,Yes,Sowing,,,2018-08-08,2018-07-09,8.0,Acre,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BAVU J SARI CHE TAMARI MAHITI
B01V06F0163,Yes,Sowing,,,2018-08-10,2018-07-11,8.0,Acre,1,Rainfall,1,No,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V06F0164,Yes,Sowing,,,2018-08-07,2018-06-23,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,NA
B01V06F0166,Yes,Sowing,,,2018-08-08,2018-07-09,5.0,Acre,1,Underground water,1,No,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V06F0168,Yes,Sowing,,,2018-08-08,2018-07-09,2.0,Acre,1,Rainfall,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V06F0169,Yes,Sowing,,,2018-08-18,2018-07-19,7.5,Bigha,1,Underground water,1,Yes,3,Bag,45 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V06F0170,Yes,Sowing,,,2018-08-07,2018-06-23,2.5,Acre,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,Yes,50,Kilo,,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0171,Yes,Sowing,,,2018-08-18,2018-06-19,7.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B01V07F0172,Yes,No sowing,,MAGFALI NU VAVETAR KARYU CHE AETALE KAPAS NU VAVETAR NATHI KARYU,2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SARI CHE MAHITI
B01V07F0173,Yes,Sowing,,,2018-08-17,2018-07-18,2.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0174,Yes,Sowing,,,2018-08-09,2018-06-25,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very little use,
B01V07F0176,Yes,Sowing,,,2018-08-16,2018-07-17,5.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0178,Yes,Sowing,,,2018-08-09,2018-06-10,3.0,Acre,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,,,,,,,,,,,,,,,Yes,Somewhat useful,HAWAMAN ANE MARKET PRICE NI MAHITI JOYE CHE
B01V07F0179,Yes,Sowing,,,2018-08-07,2018-06-08,3.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0180,Yes,Sowing,,,2018-08-09,2018-06-30,10.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B01V07F0183,Yes,Sowing,,,2018-08-10,2018-07-11,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,7,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0184,Yes,Sowing,,,2018-08-20,2018-07-16,18.0,Bigha,1,Dam,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,kapas phela pn vavetar kariyutu pn fail gayo
B01V07F0185,Yes,Sowing,,,2018-08-17,2018-07-06,10.0,Bigha,0,,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0186,Yes,Sowing,,,2018-08-08,2018-07-09,7.0,Acre,1,Underground water,1,No,,,,,,,Yes,11,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0187,Yes,Sowing,,,2018-08-18,2018-07-09,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0188,Yes,Sowing,,,2018-08-10,2018-07-11,8.0,Bigha,0,,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI BAROBAR J CHHE VARSAD VAGAR SU KARVANU.
B01V07F0190,Yes,Sowing,,,2018-08-17,2018-07-08,7.0,Bigha,0,,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,NA
B01V07F0191,Yes,No sowing,,,2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0193,Yes,Sowing,,,2018-08-09,2018-07-08,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0194,Yes,Sowing,,,2018-08-18,2018-07-09,2.0,Bigha,1,Underground water,1,Yes,1,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,No,2,Bigha,Yes,10.0,Kilo,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0196,Yes,Sowing,,,2018-08-17,2018-06-18,8.5,Bigha,1,Underground water,1,Yes,1,Bag,50 Kilogram,Yes,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V07F0197,Yes,Sowing,,,2018-08-07,2018-06-08,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,Yes,2.0,Bag,50 Kilogram,Yes,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,DIRECT QUESTION PUCHHI SAKAY CONTACT KARINE KRISHI TARANG MA
B01V07F0198,No,,,,2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
B01V07F0199,Yes,Sowing,,,2018-08-08,2018-07-09,1.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,20,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V07F0200,Yes,Sowing,,,2018-08-09,2018-07-10,10.0,Bigha,0,,1,No,,,,,,,Yes,4,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,VARSHAAD THAY TO KAIK KAHIYE.
B01V07F0201,Yes,Sowing,,,2018-08-16,2018-06-17,15.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0203,Yes,Sowing,,,2018-08-17,2018-07-03,10.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0204,Yes,Sowing,,,2018-08-07,2018-07-13,5.0,Bigha,0,,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0205,Yes,Sowing,,,2018-08-07,2018-06-28,11.0,Bigha,1,Underground water,1,Yes,2,Bag,45 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BAROBAR J CHHE MAHITI.
B01V08F0206,Yes,Sowing,,,2018-08-16,2018-06-17,6.0,Acre,1,Underground water,1,No,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0207,Yes,Sowing,,,2018-08-16,2018-07-17,25.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V08F0208,Yes,Sowing,,,2018-08-16,2018-07-12,8.0,Acre,1,Rainfall,1,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0209,Yes,Sowing,,,2018-08-17,2018-07-03,2.0,Acre,0,,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0210,Yes,Sowing,,,2018-08-10,2018-07-16,7.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B01V08F0211,Yes,Sowing,,,2018-08-20,2018-07-01,2.5,Acre,0,,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SACHI CHHE TMARI SANSTHANI..
B01V08F0212,Yes,Sowing,,,2018-08-16,2018-06-17,7.5,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0214,Yes,Sowing,,,2018-08-18,2018-07-09,2.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0215,Yes,Sowing,,,2018-08-17,2018-07-13,4.5,Bigha,0,,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0216,Yes,Sowing,,,2018-08-09,2018-07-10,9.0,Acre,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0217,Yes,Sowing,,,2018-08-08,2018-07-14,3.0,Acre,1,Dam,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0218,Yes,Sowing,,,2018-08-16,2018-07-17,2.0,Acre,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SARI AAVE CHE MAHITI
B01V08F0219,Yes,Sowing,,,2018-08-16,2018-07-17,7.5,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SARI CHE
B01V08F0220,Yes,Sowing,,,2018-08-18,2018-07-19,3.0,Acre,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0221,Yes,Sowing,,,2018-08-16,2018-07-17,7.5,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0222,Yes,Sowing,,,2018-08-07,2018-06-08,30.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,NA
B01V08F0224,Yes,Sowing,,,2018-08-10,2018-07-16,2.5,Acre,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,Very useful,
B01V08F0225,Yes,Sowing,,,2018-08-08,2018-07-09,60.0,Bigha,1,Underground water,1,No,,,,,,,Yes,25,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0226,Yes,Sowing,,,2018-08-09,2018-06-30,1.5,Acre,1,Underground water,1,No,,,,,,,Yes,75,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0227,Yes,Sowing,,,2018-08-16,2018-07-17,5.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,35,Kilo,,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI BHUV J SARS AVE CHE
B01V08F0228,Yes,Sowing,,,2018-08-17,2018-07-03,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,Yes,3,Bag,25 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B01V08F0230,Yes,Sowing,,,2018-08-16,2018-07-02,4.0,Acre,1,Rainfall,1,No,,,,,,,Yes,40,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0232,Yes,Sowing,,,2018-08-07,2018-07-08,10.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0233,Yes,Sowing,,,2018-08-17,2018-07-03,2.0,Acre,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,EYAL VISHE NI MAHII JOI CHHE.
B01V08F0234,Yes,Sowing,,,2018-08-08,2018-07-09,4.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V08F0235,Yes,Sowing,,,2018-08-17,2018-07-13,5.0,Bigha,1,Surface Irrigation,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0236,Yes,Sowing,,,2018-08-07,2018-07-08,10.0,Bigha,1,Underground water,1,Yes,1,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V08F0237,Yes,Sowing,,,2018-08-08,2018-07-01,2.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B01V08F0238,Yes,Sowing,,,2018-08-08,2018-07-14,4.0,Acre,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,TAMARI SANSTHA KHUB SARU KAM KARE CHHE.MAHITI KHUB J UPAYOGI CHHE.
B01V09F0239,Yes,Sowing,,,2018-08-18,2018-06-09,4.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,25 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B01V09F0241,Yes,Sowing,,,2018-08-10,2018-06-26,14.0,Acre,1,Underground water,1,No,,,,,,,Yes,14,Bag,50 Kilogram,Yes,,,Yes,7,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI PRMANE J KHATAR AVIU CHE
B01V09F0243,Yes,Sowing,,,2018-08-07,2018-07-08,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B01V09F0244,Yes,Sowing,,,2018-08-18,2018-07-19,5.0,Acre,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,AAPDE J MAHITI AAPIYE CHHIYE AE MUJAB AEMNE KARE CHHE AETLE KAPAS SARO CHHE ATYARE..
